Gene	5760|1	5760|2	5760|3	5760|4	5760|5	5760|6	5760|7	5760|8	11520|1	11520|2	11520|3	11520|4	11520|5	11520|6	11520|7	11520|8	11520|9	11520|10	11520|11	11520|12	5760|9	5760|10	5760|11	5760|12	5760|13	5760|14	5760|15	5760|16	11520|13	11520|14	11520|15	11520|16	11520|17	11520|18	11520|19	11520|20	11520|21	11520|22	11520|23	11520|24	5760|17	5760|18	5760|19	5760|20	5760|21	5760|22	5760|23	5760|24	5760|25	5760|26	5760|27	5760|28	8640|1	8640|2	8640|3	8640|4	5760|29	5760|30	5760|31	5760|32	8640|5	8640|6	8640|7	8640|8
AT1G01490	-0.1112	-0.2176	-0.3308	-0.2474	0.1038	0.1569	0.1545	-0.8358	-0.1343	0.1667	-0.2382	-0.3314	0.1507	0.0798	-0.1589	0.2349	-0.1432	-0.0499	0.355	0.054	-0.6454	-0.3255	-0.2443	-0.5085	-0.0591	-0.1425	-0.0293	0.077	-0.0039	0.1749	0.1635	0.1731	-0.2113	-0.0326	-0.0343	-0.0439	-0.2001	-0.225	-0.2426	-0.3588	-0.8529	-0.5329	-0.3386	-0.4517	-0.7159	0.1664	-0.5656	-0.6222	0.0447	0.2311	0.2119	0.1461	-0.162	0.4072	-0.1109	-0.226	0.0106	0.6574	0.4161	-0.264	0.8979	0.35	0.38	0.3996
AT1G01500	-0.3515	-0.7381	-0.1304	0.0584	0.0337	-0.0343	0.4607	-0.0606	-0.3538	-0.2564	-0.0352	-0.1963	-0.0641	-0.1347	-0.1403	-0.157	-0.1017	0.0594	-0.1618	-0.2593	0.141	-0.5342	-1.242	0.0094	0.1529	-0.0358	-0.6436	-0.257	-0.4861	-0.3575	-0.5677	-0.3163	-0.4432	-0.3146	-0.2734	-0.5248	-0.5971	0.0375	-0.1778	-0.4599	0.1839	-0.4913	0.0879	-1.1991	0.0524	-0.0268	0.9613	1.2402	-0.2692	0.1062	-0.6145	-0.6327	-0.3671	-0.2722	0.0301	0.2426	0.592	-0.4378	-0.068	-0.0329	1.2163	0.4202	0.5631	0.5679
AT1G01510	-0.2032	-0.1847	0.1121	-0.0009	-0.3254	-0.4291	-0.4217	-0.0827	0.2811	0.2037	0.3758	0.2405	0.1238	-0.0494	0.0612	0.163	0.3555	0.4908	0.3187	0.3961	-0.9066	-0.4622	-0.0505	-0.0169	0.1141	0.227	-0.0697	-0.0883	0.0386	0.0424	0.0111	0.0002	0.0378	0.0415	-0.0006	0.0103	0.4557	0.1246	0.8171	0.5989	-0.9074	-0.463	0.0343	-0.0513	-0.0177	0.1809	-0.1328	0.04	-0.4378	-0.5473	-0.6604	-0.6013	-0.522	-0.5297	-0.34	-0.3078	0.1131	-0.3644	-0.0163	-0.2012	0.0754	0.2513	0.5149	0.5037
AT1G01540	-0.0717	-0.2078	-0.1694	-0.167	-0.0586	-0.626	-0.0638	-0.4365	0.1627	-0.041	0.1746	0.2593	0.0759	-0.1577	0.009	0.2115	0.4439	0.3593	0.1436	0.3473	-0.502	-0.712	-0.1106	-0.3521	0.0177	0.0153	-0.0231	0.1129	-0.4994	-0.2694	-0.1273	0.139	-0.3912	-0.1613	0.2472	-0.019	0.2124	0.4577	0.2962	0.3576	-0.3937	-0.6038	0.047	-0.0024	-0.2439	0.0606	0.0158	-0.3383	0.0127	0.1627	0.1665	-0.1159	0.1946	0.1475	0.0111	0.0619	-0.1145	-0.19	-0.2253	0.2533	0.2184	0.1361	-0.1388	0.2011
AT1G01550	-0.456	-0.3825	-0.5671	-0.846	-0.3312	-0.2446	-0.3898	-0.7928	-0.1549	-0.1091	-0.3651	-0.4476	-0.0647	-0.236	-0.3188	-0.0545	-0.4028	-0.3203	-0.0643	-0.1102	-0.5558	-0.2568	-0.3921	-0.7658	-0.8012	-0.5223	-0.3377	-0.4112	-0.3682	-0.3905	0.0503	-0.2745	-0.4098	-0.4322	-0.3161	0.0087	0.061	0.2661	0.1321	0.0348	-0.5974	-0.2984	-0.417	-0.4337	-0.8074	-0.3414	-0.3962	-0.1522	0.4641	0.5286	0.6781	0.2059	0.4824	0.6147	0.1912	0.3773	0.9336	0.3389	0.0959	0.6988	1.0252	0.468	0.3911	0.9384
AT1G01570	-0.2376	0.2041	0.5839	-0.0424	-0.3827	0.0506	-0.5668	0.4165	-0.5868	0.2591	0.3562	-0.5376	-0.2041	-0.3795	0.0187	0.3992	-0.5079	0.3859	0.2887	-0.5571	-1.222	-0.6593	-1.1657	-1.5907	-0.0127	0.6136	0.2338	-0.2079	0.2381	-0.3277	-0.1991	-0.1028	0.1927	-0.3731	-0.1482	-0.2444	-0.0692	0.4768	-0.3647	0.0977	-1.2674	-0.7046	-0.5757	-1.2111	-1.636	0.2246	-0.3318	0.4816	0.3404	0.0735	-0.1185	-0.5049	1.3418	0.9599	0.7411	1.308	-0.4562	-0.5765	-0.2682	-0.4	-0.1018	0.4308	0.7686	0.3965
AT1G01580	0.2782	-0.5561	0.4073	0.7138	1.1155	0.391	1.1186	0.7258	-1.3166	-1.3307	-1.9561	-2.1477	-1.2926	-1.4975	-1.4122	0.8078	-2.5202	-2.3286	-1.7032	-1.689	1.0112	1.6549	0.9304	-0.0496	0.3413	0.0349	-0.9285	-0.0943	-2.1179	-2.4883	-0.8361	-0.0494	-3.2933	-3.6638	-1.2248	-2.0116	-2.0349	-1.8478	-2.4595	-2.7192	-0.1643	0.4795	1.7157	-0.2451	-1.225	0.5854	0.8097	2.1508	0.72	0.5033	0.5976	0.0608	1.3011	0.5561	0.8607	1.2649	0.367	0.3203	-0.2683	0.4126	0.041	0.181	1.2407	0.6357
AT1G01600	-0.7617	0.2266	0.3416	-0.0364	-1.1258	-1.1666	-0.0596	-0.5477	-0.378	0.3483	-0.0292	-0.119	0.2121	-0.3313	-0.1939	0.3207	0.2726	0.3625	0.74	0.0137	-0.098	0.4405	0.4589	0.4773	0.3553	0.7332	0.6182	-0.3701	-0.0237	-0.1503	-0.1932	0.4501	0.4909	0.3643	0.9647	0.3214	0.8786	0.9226	0.2195	1.1977	0.4166	0.9551	0.2267	0.9735	0.9919	-0.8033	0.8127	0.1278	1.9142	0.3933	0.8012	1.2269	1.2551	0.0391	-0.1661	1.1714	1.0506	0.1048	-0.7502	1.2164	-0.3923	0.2878	0.2564	0.6363
AT1G01610	-0.9481	-0.5524	-0.118	-1.1309	-0.9539	-0.8259	-1.366	-1.083	-0.32	-0.095	-0.5848	-0.3709	-0.2776	-0.3425	-0.7318	0.0996	-0.4271	-0.6411	-0.1512	-0.3762	-0.1579	0.5625	0.2117	-0.3246	-1.1872	-0.1742	-0.6087	-1.0043	-0.4515	-0.2828	0.1108	-0.1275	-0.7443	-0.5757	-0.4202	-0.1819	0.1815	0.2326	0.2792	0.2381	-0.4506	0.2698	-0.676	-0.081	-0.6174	-0.8007	-0.3478	-0.8601	0.3726	0.1993	0.4885	-0.0284	-0.1263	-0.1681	-0.3579	0.1694	1.0155	-0.205	-0.2624	0.6434	0.7035	0.2418	0.6148	0.7407
AT1G01620	-0.6605	-0.2909	-0.5578	-0.9178	-0.9515	-0.5974	-0.646	-0.7383	-0.1956	-0.0337	0.0354	-0.0051	-0.2303	-0.1743	-0.1479	0.1171	-0.0602	-0.0197	-0.0887	-0.2506	-0.9896	-0.7532	-0.9028	-1.2159	-0.9729	-0.6129	-0.3459	-0.7155	-0.3184	-0.1745	-0.3579	-0.3912	-0.1401	0.0037	-0.2128	-0.1796	-0.1445	-0.0984	0.0363	0.1152	-0.8113	-0.5748	-0.8125	-0.7244	-1.0376	-0.4477	-0.8293	-0.7418	-0.5268	-0.1677	-0.1861	-0.0609	-0.0063	0.0797	0.2527	-0.2603	0.0376	-0.1194	0.0841	-0.3285	-0.1817	0.4156	0.1633	-0.105
AT1G01630	0.1116	-0.2557	-0.3001	-0.1785	-0.1393	-0.0593	-0.0833	-0.3523	0.1675	0.1631	0.0401	0.0748	0.2205	0.229	-0.1556	0.2297	0.443	0.4084	0.5314	0.5357	-1.4806	-0.8045	-0.9755	-0.8323	0.1898	0.0682	0.1126	0.4798	-0.0904	-0.1766	-0.31	-0.3019	0.2762	0.1899	0.0647	0.0566	0.3501	0.3936	0.3938	0.3022	-1.1141	-0.4379	-1.0033	-0.6089	-0.4658	-0.445	-0.6497	-0.8826	-0.2002	-0.3565	-0.2958	-0.6908	0.2855	-0.2026	0.2337	0.4984	0.784	-0.3422	-0.3003	0.0294	-0.0696	0.3883	0.8243	0.8094
AT1G01640	0.06	0.0874	-0.0461	-0.6866	0.1402	0.0385	-0.063	-0.7405	0.2244	0.5431	0.1793	0.3724	0.6534	0.5869	0.089	0.4441	0.3012	0.1081	0.4719	0.1532	-0.9963	0.19	-0.5404	-0.783	-0.7577	-0.1173	0.0162	-0.0112	-0.114	-0.0504	0.0567	0.027	0.0188	0.0823	0.1598	0.1895	0.4007	0.3106	0.1053	0.1573	-0.8635	0.3228	-0.5718	-0.4076	-0.6502	-0.0052	-0.5843	-0.5246	0.0765	0.6718	-0.3201	-0.0283	-0.0551	-0.1546	0.0078	-0.0881	0.4572	-0.1844	-0.4838	0.7219	0.7106	-0.5502	0.2853	0.1427
AT1G01650	0.0524	0.3711	0.0926	-0.3483	-0.0496	-0.0252	0.2174	-0.2206	0.1618	-0.0442	0.2002	0.1149	0.2254	-0.3482	-0.0104	-0.1456	0.1014	0.1867	-0.0577	0.1484	0.3368	0.5447	0.5322	0.2202	-0.3617	0.0791	0.3576	0.0389	-0.061	0.0259	0.0933	-0.1767	0.0384	0.1252	-0.0773	0.1927	-0.0912	0.3164	0.3794	0.4262	0.4362	0.6441	0.2665	0.6316	0.3196	-0.0355	0.4047	0.2679	1.2027	1.3007	0.8933	1.1588	0.9355	0.6465	0.7043	1.2287	0.7154	0.7183	0.3555	1.4976	1.3339	0.8474	0.7819	0.961
AT1G01690	-0.0561	-0.294	0.4113	0.0384	-0.1711	-0.9829	0.649	-0.6078	-0.3107	0.0964	0.5646	0.1876	0.4606	0.2101	0.4216	0.0684	0.1965	0.5735	0.1054	-0.3017	-0.9252	-0.4487	0.0677	0.2252	0.0474	0.4203	-0.285	-0.0472	0.1025	0.094	0.1682	0.1829	0.105	0.0964	0.1853	0.1707	0.3777	0.2782	0.3931	0.1055	-0.9228	-0.4463	-0.0147	0.0702	0.2276	0.1516	-0.5091	-0.5959	-0.4179	-0.3463	-0.6922	-0.9079	-0.4076	-0.1266	-0.0499	-0.0779	-0.291	-0.3276	-0.393	-0.5037	-0.429	0.2796	0.8489	0.214
AT1G01700	0.0034	-0.1501	-0.2406	-0.5768	0.6202	-0.3286	-0.7768	-0.8475	-0.2318	0.9306	-0.3021	0.3587	0.5702	0.1166	0.2784	0.3507	0.6855	0.0248	1.2575	0.0951	-0.5173	0.6756	-0.0203	0.1561	-0.2499	0.0863	0.1768	0.3302	-0.1514	0.2605	0.3449	-0.156	-0.2485	0.1633	-0.2532	0.2478	0.2546	-0.2097	0.6412	0.4473	-0.6144	0.5785	0.6011	-0.1174	0.059	-0.4299	0.4758	0.6097	-0.6297	-0.3384	-0.4504	-0.7696	-0.4556	-0.4434	-0.6314	-0.3919	-0.3155	-0.6633	-0.8863	-0.1441	0.1404	-0.134	-0.3607	0.1978
AT1G01710	-0.3141	-0.2874	-0.1579	-0.3893	-0.3901	-0.6611	-0.1389	-0.4117	0.1454	0.1097	-0.0713	-0.0933	-0.0462	-0.3448	-0.5329	0.2491	-0.133	-0.111	0.0701	0.1057	-0.6061	-0.4142	-0.9988	-0.1932	-0.4289	-0.1976	-0.327	-0.3537	0.1814	-0.3842	0.182	-0.0819	0.1966	-0.3691	-0.0667	0.1972	0.2678	0.6977	0.7225	0.5407	-0.5909	-0.399	0.436	-0.9836	-0.178	0.4647	-0.0638	0.0293	-0.0865	-0.4329	-0.6159	-0.2393	-0.1535	-0.4739	-0.3501	-0.164	-0.4347	-0.7075	-0.4271	-0.161	-0.4235	-0.5013	-0.0718	-0.2275
AT1G01715	0.1215	0.7511	-0.2352	-0.0764	0.4005	0.3452	0.3254	0.1022	0.5395	0.2432	0.4313	0.5999	0.151	0.7442	0.3448	-0.1197	0.4233	0.2548	0.0667	0.363	0.554	-0.7932	-0.0136	0.1148	-0.2529	-0.4117	0.5746	-0.055	0.5088	0.4495	0.4602	0.5538	0.3144	0.255	0.3594	0.2658	0.2577	-0.0889	-0.411	0.2031	0.3596	-0.9877	0.0627	-0.208	-0.0796	0.5507	-0.6889	-0.3655	-0.2359	-0.5534	-0.3728	-0.5654	-0.1529	-0.1153	0.1987	-0.3096	0.1085	-0.5348	-0.2842	-0.2678	-0.0746	0.0781	-0.0405	-0.046
AT1G01720	-0.2726	0.1899	0.3472	-0.458	-0.0131	0.2761	0.2463	-0.1359	-0.3071	-0.2683	0.0835	-0.2151	-0.3833	-0.2103	-0.1909	0.1718	-0.3591	-0.0605	-0.4123	-0.4511	1.3208	-0.0448	0.1534	1.1902	-0.602	0.2032	0.0459	-0.4166	-0.119	0.2032	0.1912	0.1187	-0.1944	0.1278	0.0433	0.1158	-0.2142	0.0352	0.2413	-0.2558	1.2455	-0.1201	1.4249	0.078	1.1149	0.1605	2.0437	2.2859	-1.3354	-1.7491	-1.5113	-1.3302	-1.0623	-0.8981	-0.7492	-0.6292	-1.0598	-1.184	-0.9351	-1.4419	-0.8975	-0.3028	-0.3934	-0.5732
AT1G01725	0.248	0.2869	0.0529	-0.3451	0.4604	0.6386	0.3365	-0.2792	-0.1759	0.2377	-0.1334	-0.2018	0.3215	0.3522	0.2865	0.4327	-0.4524	-0.384	-0.0129	-0.4265	-0.0069	0.5241	-0.0128	-0.6273	-0.5957	-0.1977	0.0363	-0.0026	0.1638	0.2313	0.5543	0.5086	-0.2252	-0.1577	0.1196	0.1654	-0.2536	-0.5387	-0.765	-0.3672	-0.3959	0.1351	-0.1585	-0.4018	-1.0163	0.4153	-0.3439	-0.6067	0.1683	0.42	0.3214	0.0873	0.0614	-0.1589	0.05	-0.1037	-0.4689	-0.0577	-0.7437	0.6015	0.2563	-0.3825	-0.5538	-0.0722
AT1G01730	-0.2312	-0.1246	-0.0035	-0.1027	-0.0049	-0.1613	-0.0018	-0.0973	-0.0476	0.0875	0.0517	0.0542	-0.1053	0.0138	-0.0223	0.3152	0.0463	0.0438	0.0796	-0.0555	0.0495	0.1312	0.0688	-0.0316	-0.1106	-0.0114	-0.1325	-0.2391	-0.0036	0.2632	0.2486	-0.1167	0.0505	0.3172	-0.0626	0.3027	-0.1225	-0.1824	-0.1247	0.1042	0.1036	0.1853	0.0983	0.1229	0.0225	0.5356	-0.0867	0.034	-0.3569	-0.6717	-0.3092	-0.8061	-0.5777	-0.5884	-0.2257	-0.2741	0.0567	-0.5232	-0.4723	-0.1546	0.155	-0.0323	0.3792	0.1601
AT1G01740	-0.0876	0.0514	0.1492	-0.1074	-0.1476	-0.1437	-0.1278	0.0823	0.3579	0.3161	0.2064	-0.0257	0.22	-0.2196	0.0123	0.3102	0.0702	0.3023	0.412	0.4537	-0.6149	-0.3725	0.1981	-0.2024	-0.0115	0.2451	0.1473	0.0083	0.6757	-0.4491	0.0871	0.9829	0.9095	-0.2154	1.2167	0.3209	0.9128	0.614	0.4369	0.4879	-0.3811	-0.1387	0.9103	0.432	0.0314	0.1101	0.0456	-0.0286	-0.7219	-0.7635	-0.5384	-1.2561	-0.6288	-0.0771	-0.3467	-0.0727	-0.6065	-0.8606	-0.2266	-0.5257	-0.1956	-0.3717	0.302	-0.1888
AT1G01760	0.7472	0.2348	0.2544	0.363	0.2041	-0.2595	-0.0643	0.502	0.4916	0.6117	0.3629	0.4837	0.1649	-0.0908	0.0368	0.2966	0.5346	0.4138	0.6626	0.5426	-0.7387	0.302	-0.5489	-0.187	0.4139	0.3054	0.2857	0.7981	-0.0883	-0.0062	-0.0711	-0.2265	0.0198	0.1018	-0.1184	0.037	0.4763	0.6117	0.134	-0.0388	-0.6306	0.4101	0.0119	-0.4408	-0.0789	0.5959	0.2913	-0.3381	-0.5944	-0.3959	0.1359	-0.5174	-0.1502	-0.1069	-0.4619	0.0846	-0.5503	0.0012	-0.122	-0.1846	-0.4228	0.2076	0.1589	-0.2599
AT1G01770	-0.2982	0.4292	-0.153	-0.0893	0.1983	0.5346	0.2455	0.3976	-0.0772	0.7079	0.069	-0.4485	0.1557	0.0984	-0.0246	0.4452	-0.488	0.0296	0.6685	-0.1166	-0.3241	-0.3381	-0.6264	-0.1437	-0.1287	-0.1925	0.3898	-0.3376	0.1158	0.3532	0.1757	0.2368	-0.0213	0.2161	0.0998	0.0386	-0.0523	0.4824	-0.292	0.4562	-0.4611	-0.4751	0.7562	-0.7634	-0.2808	0.1665	0.9936	0.5737	0.735	0.6402	0.7219	0.3788	-0.2195	-0.042	-0.2129	0.1928	-0.2143	-0.0505	0.0577	0.5061	0.3946	-0.2341	-0.1521	-0.37
AT1G01780	0.2303	-0.6132	0.1474	-0.0296	0.1819	0.5754	0.17	0.5031	-0.0744	0.3439	-0.0705	0.0999	0.2868	0.1783	-0.5665	0.3825	-0.0488	-0.2193	0.1952	-0.2232	-0.4599	-0.2376	-0.5627	-0.6585	-0.1783	-0.0013	-0.7619	0.0815	0.1702	0.074	0.0425	-0.0295	-0.0715	-0.1678	-0.2712	-0.1993	-0.5304	-0.5621	-0.4343	-0.298	-0.7017	-0.4793	-0.014	-0.8045	-0.9003	-0.1216	0.4088	-0.4416	1.7533	2.1289	1.799	1.5321	-0.1357	0.2435	0.0523	-0.1641	0.8824	0.6181	0.2708	2.0441	1.4362	-0.5604	-0.1496	0.2706
AT1G01790	-0.3373	-0.5225	-0.5314	-0.2521	-0.5632	0.0899	-0.4119	-0.3486	-0.3992	0.0322	0.1622	-0.2892	-0.38	-0.2904	-0.0682	-0.0409	-0.3169	0.1344	0.0045	-0.4269	0.0316	-0.2249	0.0898	-0.5362	-0.2799	-0.5591	-0.5502	-0.365	-0.2299	-0.2131	-0.3587	-0.3079	-0.1873	-0.1706	-0.2653	-0.3161	-0.1791	0.4225	0.1908	-0.1329	0.0742	-0.1824	0.1507	0.1324	-0.4936	-0.3267	-0.8834	-0.2647	0.4353	0.2375	0.3986	0.4549	0.7058	0.4401	0.2447	0.6493	0.2132	0.5575	0.5282	0.2191	-0.4627	0.1213	0.1187	-0.0732
AT1G01800	0.0955	0.1283	-0.0198	-0.3321	0.0599	0.1725	-0.0839	-0.2389	0.011	-0.0526	0.0053	-0.1566	0.1604	0.0793	-0.1135	-0.0983	-0.3387	-0.1768	-0.2347	-0.1711	-0.1794	0.1023	-0.0475	-0.2191	-0.5142	-0.2019	-0.0538	-0.0866	0.2801	0.3272	0.2368	0.2424	0.0549	0.1029	0.0172	0.0116	0.2171	0.2993	0.1135	0.2093	-0.4046	-0.1229	-0.0404	-0.2727	-0.4443	0.3697	-0.3607	-0.1155	0.2406	0.2079	-0.0131	-0.0283	0.2483	0.0915	-0.1548	0.2299	0.0688	-0.3715	-0.4973	0.2569	0.075	-0.4164	0.0333	0.1041
AT1G01810	-0.3677	-0.0079	0.415	-0.0687	0.2015	-0.1058	-0.2713	0.5961	0.1663	-0.0736	0.034	-0.1036	-0.0486	-0.0598	-0.0191	0.2397	-0.0667	0.0709	-0.0367	0.2032	0.0527	0.3281	0.0414	0.0779	-0.0317	0.452	0.029	-0.3308	0.0576	0.4117	0.199	0.4731	-0.0542	0.2998	0.3612	0.0871	0.0825	-0.4627	-0.1455	-0.5522	-0.0592	0.2163	-0.0424	-0.0705	-0.034	-0.1971	0.5083	-0.0217	-0.1252	0.5646	0.3061	-0.207	0.9772	0.3748	0.9864	0.9809	0.7289	0.3309	0.3006	0.2606	0.4706	0.4048	1.0698	0.6995
AT1G01820	-0.0216	-0.0477	-0.1216	-0.3503	0.3694	0.3028	0.3379	-0.2965	0.0486	0.0779	0.2592	0.0579	0.3117	-0.1441	-0.0896	0.2045	0.1837	0.385	0.2037	0.1744	0.0011	-0.0877	-0.5391	-0.0299	-0.2245	0.0042	0.078	0.1042	0.1749	0.028	0.1636	-0.0081	0.2305	0.0863	0.0475	0.2193	0.3172	0.312	0.1601	0.3794	0.0567	-0.0321	0.3814	-0.4834	0.0257	0.281	0.317	0.4159	0.0004	-0.3728	-0.5318	-0.3888	-0.1606	-0.6908	-0.6598	-0.1333	-0.48	-0.9103	-0.6901	-0.123	-0.0604	-0.4983	-0.2362	-0.0737
AT1G01830	-0.1717	-0.2014	0.2957	0.0986	-0.3577	-0.583	-1.1164	-0.5701	0.3289	0.3186	0.2375	0.0834	0.1705	0.119	-0.4928	0.866	0.2232	0.3773	0.4584	0.4687	-1.3586	-0.2191	-0.7786	-0.3109	0.2383	0.4355	-0.0616	-0.032	0.1425	0.1675	-0.1278	0.2377	0.1972	0.2221	0.2924	-0.0731	0.18	0.6931	0.3729	0.8414	-1.3039	-0.1644	-0.8005	-0.7239	-0.2562	-0.1643	0.0566	-0.1816	0.3962	-0.5	-0.49	-0.4229	-0.2907	-1.1259	-0.2303	0.2085	-0.2418	-0.7097	-0.664	-0.4775	-0.0011	-0.4412	0.31	0.1039
AT1G01840	0.1121	0.288	-0.0714	0.2095	0.0774	0.4064	0.3088	-0.4266	0.0357	0.7148	0.3854	0.8251	0.6145	0.6242	0.0266	0.2975	0.7842	0.3445	0.6739	-0.0052	0.0188	0.9444	0.518	0.4669	0.1685	-0.1123	0.2471	0.0711	0.2858	0.3903	-0.1645	0.5396	-0.0326	0.0718	0.2212	-0.4829	-0.2308	-0.4566	-0.132	0.1765	-0.2996	0.626	-0.064	0.1996	0.1485	0.0528	0.6264	-0.4241	-0.9011	-0.3346	-1.1869	-1.3606	-0.6584	-0.3177	-0.4938	-0.7904	-1.5531	-1.4251	-1.0434	-0.9883	-0.3802	-0.5452	-0.0105	-0.6458
AT1G01860	-0.4528	-0.1645	-0.4402	0.2886	0.192	-0.3883	-0.4132	-0.0929	0.0563	0.4882	-0.2836	0.5468	-0.0496	0.0143	0.1527	0.5358	0.5639	-0.2664	0.5053	0.0735	0.2651	-0.4184	-0.7855	-0.7071	0.3057	-0.423	-0.1473	-0.4356	-0.0075	-1.0586	0.5606	0.3577	0.2035	-0.8477	0.5686	0.7716	0.3972	-0.0371	0.0095	0.3168	0.4761	-0.2075	0.1353	-0.5746	-0.4962	-0.1089	-0.1255	0.1891	-0.0839	-0.4212	-0.0073	0.0097	-0.07	-0.1346	0.1749	0.0739	-0.3342	0.0596	0.1574	0.0726	-0.1059	-0.1135	0.1469	0.2312
AT1G01880	0.1158	-0.0926	-0.45	-0.2277	0.4308	-0.1393	-0.2925	-0.6496	0.6013	0.1088	-0.4741	0.2031	-0.1078	-0.639	0.0273	-0.544	0.2367	-0.4405	0.1423	0.6349	-0.5131	-0.3902	-0.363	-0.6626	-0.1941	-0.4164	-0.0591	0.1494	-0.5642	0.2969	-0.1406	-0.2805	-0.4425	0.4184	-0.1588	-0.0189	0.0421	0.5699	0.0275	0.2349	-0.3915	-0.2685	0.1098	-0.2413	-0.541	-0.6175	0.2853	0.1844	-0.4389	-1.3651	-0.8512	-0.5218	-0.4821	-0.449	-0.1676	-0.8334	-0.448	-0.5551	-0.991	-0.2047	-1.0878	-0.2257	0.2343	0.4922
AT1G01900	-0.3749	-0.2403	-0.5486	-1.1174	-0.6926	-1.257	-0.891	-0.2552	-0.5717	-0.5325	-0.4077	0.0271	-0.2363	-0.5944	-0.4305	0.4872	-0.0481	-0.4829	-0.6077	-0.6468	-0.712	-0.6374	-0.183	-0.4627	-1.1925	-0.6238	-0.3155	-0.4501	-0.4997	-0.2976	-0.3451	-1.324	-0.2274	-0.0254	-1.0516	-0.0727	0.007	0.2834	0.2417	0.5716	-0.4396	-0.365	-0.6573	0.0893	-0.1903	-0.9673	0.3475	-0.4411	0.3862	-0.7671	-0.458	-0.1793	-0.4125	-0.9188	-0.749	-0.1017	0.253	-0.44	-0.853	0.7805	0.4911	-0.9096	0.1563	-0.1396
AT1G01910	0.3005	0.038	0.0659	0.0619	-0.0281	-0.3813	0.1009	-0.1967	0.2162	0.044	-0.128	0.225	-0.2527	-0.0774	-0.448	-0.225	0.2868	-0.0662	0.1058	0.278	-0.3378	-0.463	-0.1095	-0.3165	0.1237	0.1277	0.0998	0.3622	-0.2065	-0.1901	-0.459	-0.0127	-0.0366	-0.0203	0.1572	-0.2892	0.3149	0.2254	0.3327	0.4749	-0.168	-0.2931	-0.5668	0.0603	-0.1467	-0.1831	-0.3642	-0.1804	-0.4985	-0.2531	-0.1706	-0.5126	0.2039	-0.0633	-0.0456	0.1239	0.3054	-0.0027	0.0683	0.0053	0.1628	0.4611	0.4242	0.5164
AT1G01920	-0.0469	0.1346	-0.0667	-0.0215	-0.1059	-0.2947	0.3134	0.2831	0.5974	0.3897	0.5106	0.2744	0.7477	0.2635	0.0682	0.0668	0.2735	0.5097	0.3888	0.5966	-0.0311	-0.2857	-0.2202	0.1131	-0.0224	-0.0676	0.1338	-0.0477	0.9267	-0.1275	0.3915	0.4935	0.9689	-0.0854	0.5357	0.4337	0.6868	0.9289	0.7264	0.9221	0.0111	-0.2435	0.246	-0.178	0.1553	0.4062	0.4613	0.5471	-1.4161	-1.0909	-0.83	-1.0768	-0.2972	-0.3679	0.0795	0.0971	0.0901	-0.8936	-0.481	-1.1102	-0.1246	0.1332	0.7008	0.6627
AT1G01930	0.0033	-0.0101	0.1166	0.2973	0.6577	-0.167	-0.0454	0.1339	0.124	0.2446	0.1968	0.1617	0.2376	0.0736	-0.1847	0.4391	0.2677	0.3029	0.3506	0.2301	-0.3215	0.2389	-0.4004	0.6309	0.4034	0.2227	0.0959	0.1094	-0.2955	0.5971	0.1403	0.5106	-0.5011	0.3914	0.305	-0.0653	0.4033	0.5748	0.519	0.637	-0.5271	0.0334	0.4635	-0.606	0.4253	-0.086	0.7416	0.9842	-0.7196	-0.5096	-0.4022	-0.5628	-0.4438	-0.327	-0.2826	-0.2952	-0.0956	-0.3333	-0.3358	-0.4633	-0.0314	0.1112	0.0264	0.0399
AT1G01940	0.1714	-0.0386	0.0129	-0.0447	-0.0566	-0.0449	-0.233	-0.0467	0.2877	0.2244	0.0965	-0.0063	0.0716	-0.0032	0.1135	0.1083	-0.0703	0.0325	0.1604	0.2237	0.102	0.177	-0.0944	0.2499	-0.1086	-0.0511	-0.1026	0.1074	0.1143	0.1329	0.2074	0.173	0.1186	0.1371	0.1773	0.2116	0.1521	-0.1292	-0.3058	0.1074	0.1063	0.1812	0.1887	-0.0901	0.2542	0.3975	-0.1195	-0.488	0.0188	-0.0396	0.0876	-0.2391	0.2664	0.1524	0.3526	0.3336	0.202	-0.1701	-0.0715	0.1973	-0.1191	-0.0076	0.6845	0.7608
AT1G01950	-0.5102	-0.5715	-0.3689	0.0674	-0.4769	-0.6619	0.0755	-0.4031	0.3921	-0.3385	0.0351	0.2085	0.1998	0.2693	-0.1949	0.1383	0.2537	0.0803	-0.2932	0.4374	0.1874	-0.001	-0.3284	0.1427	0.1126	-0.3236	-0.5263	-0.465	-0.2038	-0.3017	-0.2124	0.0621	-0.1093	-0.2073	0.1567	-0.1179	0.4565	0.6349	1.0812	0.1463	0.2819	0.0936	0.2971	-0.2339	0.2372	0.6232	0.3053	0.4882	1.0233	0.9473	1.0219	0.7771	0.7743	0.7579	0.3626	0.5788	0.2161	-0.2837	-0.4528	1.1606	0.5322	-0.0851	-0.1865	0.1647
